Date;Mkt-RF;SMB;HML;RF;Mkt_EW;Mkt_EW-rf;MOM;RMW;CMA;SMB5;LT_Rev;ST_Rev
197502;5,56;0,16;-4,56;0,43;5,71;5,28;-0,55;1,15;-2,14;-0,65;0,22;4,66
197503;2,66;3,75;2,49;0,41;8,23;7,82;-1,99;1,23;-1,25;3,98;4,72;3,56
197504;4,23;-0,54;-1,11;0,44;3,4;2,96;1,34;1,37;-1,35;-0,59;-1,99;-0,46
197505;5,19;3,83;-4,02;0,44;7,46;7,02;-0,47;-1,05;-0,61;2,89;2,13;3,95
197506;4,83;0,76;1,32;0,41;7,32;6,91;0,06;-2,62;1,07;1,32;2,43;3,24
197507;-6,59;2,69;1,7;0,48;-0,76;-1,24;0,42;0,43;1,19;3,42;0,77;1,19
197508;-2,85;-3,2;-0,95;0,48;-4,69;-5,17;-0,13;1,03;-0,89;-2,8;-2,33;0,68
197509;-4,26;-0,12;0,34;0,53;-3,66;-4,19;0,32;0,53;0,5;0,02;-1,46;-0,43
197510;5,31;-4,04;0,34;0,56;1,64;1,08;-0,14;-0,46;2,27;-4,24;0,71;1,58
197511;2,64;-1,19;1,96;0,41;1,93;1,52;-0,45;-0,62;1,71;-1,07;2,17;-2,53
197512;-1,6;-0,75;1,74;0,48;-0,41;-0,89;-0,12;-0,12;0,6;-0,03;-0,32;3,26
197601;12,16;4,82;8,65;0,47;18,75;18,28;4,46;-1,9;2,36;6,35;9,25;2,82
197602;0,32;7,03;5,85;0,34;11,26;10,92;0,36;-2,58;3,84;7,97;4,87;-2,47
197603;2,32;-1,15;-0,08;0,4;2,18;1,78;0,19;-0,38;1,09;-1,33;0,36;4,3
197604;-1,49;-0,03;-0,14;0,42;-0,55;-0,97;0,5;0,39;-1,1;0,15;-1,83;2,09
197605;-1,34;-1,25;-1,3;0,37;-1,91;-2,28;-1,1;2,47;-1,42;-1,12;-3,4;-0,81
197606;4,05;-1,35;0,65;0,43;2,9;2,47;-0,43;-0,59;0,93;-1,13;1,67;0,66
197607;-1,07;0,29;1,69;0,47;0,25;-0,22;-0,12;-1,09;0,29;0,62;0,49;1,65
197608;-0,56;-2,02;0,81;0,42;-1,57;-1,99;-0,85;-0,46;-0,59;-2,03;0,22;-1,97
197609;2,07;0;-0,24;0,44;1,56;1,12;0,24;0,99;-1,14;0,12;-0,54;-0,51
197610;-2,42;0,25;-0,15;0,41;-2,08;-2,49;-0,48;-0,22;-0,32;0,16;-1,52;1,18
197611;0,36;2,32;1,51;0,4;2,57;2,17;2,9;-1,39;0,07;2,66;1,19;0,6
197612;5,65;3;2,2;0,4;9,98;9,58;0,77;-0,62;2,23;3,6;2,74;3,96
197701;-4,05;4,77;4,25;0,36;3,67;3,31;3,98;-0,53;1,93;5,89;0,88;0,6
197702;-1,94;1,08;0,52;0,35;0,31;-0,04;0,35;-0,13;-0,19;1,11;-1,49;1,38
197703;-1,37;1;1,06;0,38;1,03;0,65;0,49;-0,32;-0,09;1,29;-0,91;0,94
197704;0,15;-0,11;3,44;0,38;1,79;1,41;4,22;-2,05;1,14;0,6;0,23;-1,22
197705;-1,45;1,17;0,84;0,37;0,37;0;2,01;0,33;0,11;1,28;0,18;-0,29
197706;4,71;2,14;-0,68;0,4;5,37;4,97;1,77;0,88;-1,22;2,08;3,31;0,08
197707;-1,69;2,11;-0,6;0,42;1,19;0,77;0,31;0,83;0,01;1,82;1,46;1,05
197708;-1,75;1,52;-2,76;0,44;-0,32;-0,76;-1,78;0,96;-0,62;0,89;3,43;-0,67
197709;-0,27;1,45;-0,51;0,43;1,41;0,98;2,06;1,23;-0,84;1,56;0,64;0,86
197710;-4,38;1,26;1,73;0,49;-2,3;-2,79;-0,13;-0,3;-0,46;1,5;-1,14;1,74
197711;4;3,72;0,29;0,5;7,15;6,65;2,19;-0,05;0,65;3,62;3,25;2,13
197712;0,27;1,35;-0,38;0,49;2,13;1,64;1,56;0,94;-0,65;1,61;-1,77;-0,15
197801;-6,01;2,21;3,31;0,49;-1,24;-1,73;-0,72;-1,67;1,53;2,69;1,43;1,12
197802;-1,38;3,59;0,71;0,46;2,55;2,09;1,9;0,36;1,04;3,67;-0,81;1,25
197803;2,85;3,48;1,23;0,53;6,75;6,22;1,37;-0,6;1,88;3,72;0,74;-0,31
197804;7,88;0,41;-3,56;0,54;8,07;7,53;0,85;2,82;-1,35;-0,31;1,99;0,19
197805;1,76;4,56;-0,59;0,51;6,92;6,41;2,85;0,27;0,36;4,56;-0,14;0,02
197806;-1,69;1,69;0,55;0,54;0,96;0,42;2,78;-1,44;-0,02;1,59;0,11;1,37
197807;5,11;0,26;-1,08;0,56;5,23;4,67;4,22;1,58;-0,78;0,15;0,57;0,92
197808;3,75;5,06;-0,57;0,56;9,36;8,8;2,82;1,39;0,42;4,93;-0,51;0,93
197809;-1,43;-0,4;1,87;0,62;0,5;-0,12;-3,11;-0,68;1,8;-0,29;-0,69;3,67
197810;-11,91;-9,88;1,4;0,68;-18,08;-18,76;-8,39;0,17;1,03;-10,05;-0,04;-1,77
197811;2,71;3,01;-2,19;0,7;4,25;3,55;5,52;1,09;-1,21;2,84;-0,79;9,16
197812;0,88;1,25;-2,17;0,78;1,41;0,63;3,05;1,96;-1,38;1,08;0,25;-0,34
197901;4,23;3,66;2,29;0,77;9,27;8,5;-1,24;-2,5;1,57;3,84;-0,77;5,51
197902;-3,56;0,45;1,16;0,73;-1,89;-2,62;-1,06;-1,14;1,04;0,55;0,95;1,3
197903;5,68;3,19;-0,69;0,81;8,13;7,32;2,88;0,62;0,28;3,16;-0,36;1,41
197904;-0,06;2,18;1;0,8;2,74;1,94;0,81;1,05;0,21;2,4;-0,39;-0,36
197905;-2,21;0,16;1,3;0,82;-0,97;-1,79;-0,57;-1,39;-0,35;0,15;0,75;1,22
197906;3,85;1,17;1,45;0,81;5,46;4,65;0,82;-1,61;-0,45;0,99;-2,71;1,2
197907;0,82;1,26;1,75;0,77;2,31;1,54;-1,09;-0,2;0,59;1,24;-2;0,61
197908;5,53;2,09;-1,52;0,77;7,49;6,72;-0,23;1,58;-1,45;1,98;-1,71;0,8
197909;-0,82;-0,25;-0,87;0,83;-0,24;-1,07;5,34;1,02;0,54;-0,27;0,08;-1,57
197910;-8,1;-3,35;-1,81;0,87;-9,66;-10,53;2,12;1,04;0,24;-3,46;1,47;-1,94
197911;5,21;2,76;-3,38;0,99;6,56;5,57;7,96;0,11;-2;2,44;-2,26;1,36
197912;1,79;4,19;-2,04;0,95;6,6;5,65;4,78;-0,67;-1,01;4,35;-0,33;-1,92
198001;5,51;1,65;1,72;0,8;10,02;9,22;7,51;-1,67;2,01;1,9;-0,93;-3,41
198002;-1,22;-1,83;0,66;0,89;-0,98;-1,87;7,88;0,11;3,03;-1,5;-0,08;-4,98
198003;-12,9;-6,65;-1,02;1,21;-16,1;-17,31;-9,59;1,38;-1,34;-6,97;2,6;8,39
198004;3,97;0,96;1,01;1,26;5,22;3,96;-0,42;-2,09;0,54;1;-0,12;1,38
198005;5,26;2,16;0,38;0,81;7,3;6,49;-1,11;0,31;-0,47;2,1;0,76;2,87
198006;3,06;1,66;-0,85;0,61;4,31;3,7;1,59;-0,09;-0,95;1,47;-2,89;2,18
198007;6,49;4,25;-6,29;0,53;9,3;8,77;0,37;3,94;-2,46;3,93;-1,62;2,9
198008;1,8;3,91;-2,64;0,64;6,58;5,94;3,19;2,1;-0,8;4,26;-1,53;-0,98
198009;2,19;0,87;-4,77;0,75;4,92;4,17;5,44;2,03;-2,81;0,58;-1,78;-1,43
198010;1,06;2,48;-2,77;0,95;4,31;3,36;7,32;1,67;-1,22;2,33;-2,83;-1,99
198011;9,59;-3,46;-8,36;0,96;6,75;5,79;15,24;4,53;-5,74;-3,41;-7,8;-9,84
198012;-4,52;-0,27;2,73;1,31;-3,15;-4,46;-6,65;-1,25;1,18;-0,3;3,41;6,39
198101;-5,04;3,01;6,83;1,04;0,67;-0,37;-7,94;-3,54;4,35;3,38;7,6;-2,26
198102;0,57;-0,32;1;1,07;0,64;-0,43;-1,39;0,19;2,25;-0,49;2,59;-2,25
198103;3,56;3,58;0,69;1,21;7,34;6,13;0,73;-2,34;-0,53;3,07;1,56;1,58
198104;-2,11;4,42;2,29;1,08;2,98;1,9;-0,95;0,82;1,2;4,6;2,82;-1,49
198105;0,11;2;-0,47;1,15;2,75;1,6;3,75;0,33;-1,6;2,45;1,6;-3,7
198106;-2,36;-0,83;5,1;1,35;-0,55;-1,9;-5,9;-1,35;2,68;-0,96;0,96;4,75
198107;-1,54;-2,18;-0,68;1,24;-2,01;-3,25;-2,52;1,08;-3,04;-1,97;-3,51;-0,58
198108;-7,04;-1,96;4,84;1,28;-7,46;-8,74;-1,12;-0,25;1,46;-1,81;1,28;-0,66
198109;-7,17;-2,66;5,2;1,24;-8,81;-10,05;1,97;-0,02;2,79;-2,5;5,17;-1,17
198110;4,92;2,14;-4,22;1,21;7,11;5,9;4,07;3,29;-2,76;2,24;-4,91;4,67
198111;3,36;-0,97;1,89;1,07;1,92;0,85;-0,26;0,1;0,63;-1,38;0,58;2,59
198112;-3,65;1,17;0,75;0,87;-2,04;-2,91;1,32;0,19;2,41;1,19;1,36;1,62
198201;-3,24;-1,29;3,19;0,8;-1,79;-2,59;1,73;-1,52;2,08;-1,18;6,41;-1,22
198202;-5,86;0,48;6,1;0,92;-4,61;-5,53;5;-3,38;4,57;0,36;5,94;-4,32
198203;-1,87;-0,2;3,79;0,98;-1,07;-2,05;2,93;-1,44;2,37;0;4,04;-1,86
198204;3,27;1,51;-2,77;1,13;5,39;4,26;-0,41;1,51;-0,15;1,15;-1,73;1,66
198205;-3,99;0,47;1,8;1,06;-2,43;-3,49;2,55;0,91;-0,09;0,56;1,61;1,93
198206;-3,09;-0,4;1,54;0,96;-3,34;-4,3;5;0,03;2,72;-0,51;1,92;0,16
198207;-3,19;0,82;0,12;1,05;-1,63;-2,68;4,47;1,03;1,54;0,95;2,36;-2,91
198208;11,14;-4,09;1;0,76;6,31;5,55;-3,52;-1,96;0,18;-4,29;-1;1,12
198209;1,29;2,89;0,33;0,51;3,18;2,67;4,17;2,12;-0,04;2,58;-0,46;4,29
198210;11,3;2,35;-3,73;0,59;13,04;12,45;0,03;0,3;-0,37;1,92;-0,94;2,88
198211;4,67;4,77;-1,89;0,63;9,38;8,75;5,89;-1,05;0,32;4,53;1,03;-4,47
198212;0,55;-0,19;-0,03;0,67;2,22;1,55;0,02;-0,07;1,03;-0,01;1,05;3,77
198301;3,6;2,7;-0,81;0,69;11,04;10,35;-1,7;-1,5;-0,46;3,28;0,1;3,14
198302;2,59;3,24;0,7;0,62;5,44;4,82;3,83;-0,57;1,02;2,91;-0,43;2,69
198303;2,82;1,76;2,05;0,63;5,18;4,55;0,93;-0,07;2,81;1,41;0,94;0,36
198304;6,67;0,52;0,56;0,71;8,04;7,33;1,8;-0,16;1,6;0,48;3,21;-0,51
198305;0,52;6,15;-1,42;0,69;9,27;8,58;-1,59;-1,85;-1,53;6,22;-2,07;2,73
198306;3,07;0,89;-3,93;0,67;4,83;4,16;1,78;2,52;-0,89;1,15;-0,92;0,19
198307;-4,07;1,46;5,61;0,74;-1,95;-2,69;-3,13;-0,03;2,84;0,98;1,07;2,01
198308;-0,5;-4,3;5,56;0,76;-3,45;-4,21;-5,44;0,45;1,95;-4,34;0,11;-0,59
198309;0,91;0,56;1,08;0,76;0,23;-0,53;-0,1;1,21;0,59;0,25;0,76;2,34
198310;-3,44;-3,6;5,07;0,76;-5,77;-6,53;-4,56;-0,81;2,97;-3,82;1,16;-1,69
198311;2,16;2,03;-0,64;0,7;2,94;2,24;-0,09;-0,48;0,64;1,88;-1,38;4,88
198312;-1,78;-0,29;1,68;0,73;-2,2;-2,93;0,74;1,59;1,21;-0,47;1,32;1,91
198401;-1,92;-0,43;7,62;0,76;0,28;-0,48;-2,49;-0,93;3;-0,07;4,26;0,65
198402;-4,82;-1,71;3,36;0,71;-5,57;-6,28;0,19;0,82;1,57;-1,62;0,23;-2,01
198403;0,63;0,08;0,51;0,73;0,71;-0,02;1,09;-0,93;1,09;-0,28;0,71;2,42
198404;-0,51;-1,21;1,27;0,81;-2,01;-2,82;2,05;3,27;0,76;-1,02;-1,59;1,51
198405;-5,97;0,03;0,26;0,78;-4,98;-5,76;1,52;2,32;-0,5;0,08;-0,2;0,87
198406;1,82;-0,32;-2,62;0,75;1,47;0,72;-0,7;3,08;-1,51;0,07;-3,62;0,96
198407;-2,74;-2,22;0,48;0,82;-4,76;-5,58;2,93;3,69;-2,17;-2,22;-1,64;-1,49
198408;10,28;-0,27;-1,82;0,83;8,92;8,09;-5,69;-0,89;-0,81;-0,3;-1,72;7,28
198409;-0,8;0,2;5,32;0,86;-0,09;-0,95;3,67;1,4;2,53;0;1,76;4,35
198410;-0,84;-1,2;0,51;1;-2,21;-3,21;3,21;1,17;-1,16;-1,43;-1,77;-1,26
198411;-1,76;-0,63;4,08;0,73;-3,27;-4;1,7;0,81;2,08;-0,98;1,03;-0,67
198412;1,84;-0,6;-0,2;0,64;0,66;0,02;1,54;1,21;-1,26;-0,69;-3,09;0,74
198501;7,99;3,29;-5,41;0,65;12,48;11,83;-6,9;-0,83;-3,36;3,5;-1,88;2,33
198502;1,22;0,76;-0,13;0,58;4,75;4,17;1,82;1,26;1,03;1;-0,06;2,42
198503;-0,84;-1,15;4,1;0,62;-0,99;-1,61;1,68;1,18;2,94;-1,48;-0,71;-1,29
198504;-0,96;0,14;3,72;0,72;-1,29;-2,01;3,06;1,59;0,71;-0,1;0,05;-2,47
198505;5,09;-2,25;-0,92;0,66;2,35;1,69;4;1,3;-1,39;-2,33;-3,97;-0,49
198506;1,27;0,5;0,5;0,55;0,54;-0,01;3,63;1,69;-0,59;0,35;-2,39;-0,63
198507;-0,74;2,84;-1,68;0,62;1,93;1,31;-3,94;-0,45;-0,31;2,89;1,66;3,62
198508;-1,02;-0,33;2,32;0,55;-0,41;-0,96;1,82;-0,04;1,88;-0,32;0,1;1,82
198509;-4,54;-1,59;1,31;0,6;-5,78;-6,38;1,48;1,16;1,61;-1,81;-0,82;-1,84
198510;4,02;-1,57;0,78;0,65;1,86;1,21;4,88;0,92;-1,11;-1,55;-2,47;0,72
198511;6,48;0,22;-2,88;0,61;5,46;4,85;-0,4;0,29;-2,33;0;-2,39;2,35
198512;3,88;-0,49;-1,52;0,65;2,99;2,34;-0,13;0,97;-1,8;-0,39;-3,15;-0,63
198601;0,65;1,22;0,52;0,56;4,3;3,74;2,96;-2,02;-2,05;1,01;-2,83;0,73
198602;7,13;-0,62;-0,85;0,53;6,23;5,7;2,78;1,15;-1,39;-0,75;-3,68;-1,63
198603;4,88;-0,52;-0,44;0,6;4,83;4,23;2,45;1,12;0,99;-0,57;-2,22;-0,24
198604;-1,31;2,85;-2,86;0,52;1,47;0,95;-0,5;2,91;0,02;2,92;-1,17;2,84
198605;4,62;-1,32;-0,14;0,49;3,75;3,26;2,02;2,08;1,11;-1,26;-1,38;0,98
198606;1,03;-0,93;1,36;0,52;0,85;0,33;5,16;1,83;0,87;-0,88;-6,4;-2,35
198607;-6,45;-3,39;4,76;0,52;-7,63;-8,15;1,8;-0,57;0,61;-3,54;-3,96;-3,05
198608;6,07;-4,2;3,5;0,46;1,85;1,39;-5,01;-1,74;3,24;-4,37;4,75;1,16
198609;-8,6;2,26;3,16;0,45;-6,38;-6,83;-5,86;-0,05;3,62;1,96;3,86;-0,33
198610;4,66;-2,48;-1,37;0,46;2,52;2,06;2,69;0,13;0,89;-2,33;0,68;3,55
198611;1,17;-1,92;-0,13;0,39;-0,82;-1,21;-0,32;1,12;0,61;-1,88;0,15;0,69
198612;-3,27;0,09;0,27;0,49;-3,73;-4,22;0,4;0,83;-0,03;0,07;0,55;0,56
198701;12,47;-1,83;-3,26;0,42;11,87;11,45;2,1;0,2;-1,09;-1,52;3,18;0,43
198702;4,39;3,49;-5,97;0,43;7,57;7,14;-2,17;-0,9;-2,76;3,41;-0,12;-1,09
198703;1,64;0,39;1,62;0,47;3,16;2,69;1,6;1,36;4,03;0,22;4,22;1,83
198704;-2,11;-1,7;-0,34;0,44;-1,94;-2,38;0,26;-0,46;1,22;-1,55;3,89;-1,88
198705;0,11;-0,53;0,22;0,38;0,24;-0,14;-0,68;0,52;1,32;-0,6;2,21;-0,26
198706;3,94;-2,18;1,01;0,48;2,46;1,98;-0,2;1,73;0,83;-2,29;-1,48;0,11
198707;3,85;-0,67;0,67;0,46;3,25;2,79;2,67;-0,5;1,56;-1,11;2,33;-0,16
198708;3,52;-0,72;-0,92;0,47;1,61;1,14;-0,87;2,03;-1,59;-0,9;-3,05;2,53
198709;-2,59;0,52;0,27;0,45;-1,63;-2,08;0,71;-0,9;1,89;0,37;3,1;-0,41
198710;-23,24;-8,41;4,2;0,6;-27,67;-28,27;-7,86;2,01;2,39;-8,08;-5,81;0,09
198711;-7,77;2,78;3,13;0,35;-5,47;-5,82;-1,14;-1,92;0,71;2,83;-0,35;-0,81
198712;6,81;0,13;-4,45;0,39;2,98;2,59;5,83;3,01;-2,36;0,09;2,89;5,91
198801;4,21;-0,78;4,99;0,29;8,06;7,77;-7,58;-1,12;2,09;-0,54;-1,69;7,91
198802;4,75;3,35;-1,62;0,46;6,47;6,01;-1,54;1,56;-0,11;3,32;1,53;4,36
198803;-2,27;6,15;0,72;0,44;3,61;3,17;0,63;-0,16;1,91;6,25;1,21;-0,9
198804;0,56;0,96;1,7;0,46;1,33;0,87;2,25;-0,23;1,9;1,12;0,47;0,33
198805;-0,29;-2,64;2,33;0,51;-1,71;-2,22;0,64;-0,7;0,38;-2,59;-0,11;0,57
198806;4,79;2,17;-1,09;0,49;5,01;4,52;-2,91;1,42;-3,25;2,19;1,83;1,82
198807;-1,25;-0,22;2,2;0,51;0,01;-0,5;0,63;-0,59;1,44;-0,17;-1,36;3,4
198808;-3,31;0,06;2,12;0,59;-2,26;-2,85;0,33;-0,74;1,73;-0,01;-2;-1,95
198809;3,3;-1,26;-0,68;0,62;1,98;1,36;0,23;1,73;-0,49;-1,31;-1,94;-0,13
198810;1,15;-2,9;1,7;0,61;-1,4;-2,01;1,31;1,4;1,05;-2,95;-0,11;-0,92
198811;-2,29;-1,73;1,3;0,57;-4,07;-4,64;0,42;-0,28;1,6;-1,66;-0,82;-0,74
198812;1,49;1,94;-1,54;0,63;2,13;1,5;0,42;0,63;-0,37;2,01;0,78;2,25
198901;6,1;-2,14;0,49;0,55;6,35;5,8;-0,14;-1,03;0,16;-2,23;2,89;1,12
198902;-2,25;2,77;0,9;0,61;0,37;-0,24;0,94;-0,81;1,9;2,67;0,91;1,09
198903;1,57;0,74;0,47;0,67;1,67;1;3,56;0;0,79;0,77;0,16;-0,91
198904;4,33;-0,58;-1,42;0,67;3,27;2,6;1,69;0,75;-0,54;-0,69;-1,12;-0,68
198905;3,35;-0,05;-0,9;0,79;2,86;2,07;1,56;0,5;-0,03;-0,01;-1,73;-2,74
198906;-1,35;-1;2,27;0,71;-1,23;-1,94;0,63;0,22;1,52;-1,07;-0,74;2,28
198907;7,2;-4,03;-2,79;0,7;3,01;2,31;5,41;1,97;-0,61;-4,05;-1,81;1,3
198908;1,44;0,51;0,63;0,74;2,04;1,3;-0,15;0,34;-0,5;0,43;0,14;1,88
198909;-0,76;0,25;-1,25;0,65;0,31;-0,34;3,4;1,36;0,59;0,44;-2,81;1,19
198910;-3,67;-3,25;-1,07;0,68;-5,2;-5,88;1,36;0,01;0,01;-3,32;-3,58;-4,29
198911;1,03;-1,27;-1,07;0,69;-1,1;-1,79;2,58;-0,97;1,47;-1,33;-1,25;-1,75
198912;1,16;-2,4;0,21;0,61;-1,59;-2,2;2,79;-0,06;1,44;-2,3;-0,85;-2,54
199001;-7,85;-1,26;0,78;0,57;-5,16;-5,73;-3,28;-1,13;1,32;-1,32;3,26;1,08
199002;1,11;1,02;0,65;0,57;1,96;1,39;-0,53;-0,2;-0,64;1,19;1,9;0,45
199003;1,83;1,55;-3,03;0,64;2,5;1,86;1,64;2,18;-1,03;1,66;-0,14;0,22
199004;-3,36;-0,5;-2,47;0,69;-2,64;-3,33;2,43;1,72;-0,97;-0,39;-1,12;-2,04
199005;8,42;-2,56;-3,89;0,68;4,5;3,82;3,05;1,63;-1,57;-2,39;0,96;-0,44
199006;-1,09;1,42;-1,99;0,63;0,4;-0,23;2,43;-1,05;-0,34;1,37;-1,46;-0,19
199007;-1,9;-3,2;-0,11;0,68;-3,15;-3,83;5,94;-0,26;3,1;-3,26;-1,81;-0,57
199008;-10,15;-3,57;1,63;0,66;-11,53;-12,19;1,76;-0,43;2,99;-3,85;1,56;-3,45
199009;-6,12;-3,68;0,71;0,6;-8,2;-8,8;5,56;-0,15;3,71;-3,78;0,68;-6,05
199010;-1,92;-5,55;0,19;0,68;-6,17;-6,85;6,73;2,83;-0,49;-5,1;-3,56;-2,63
199011;6,35;0,36;-3,21;0,57;3,85;3,28;-5,62;0,83;-4,75;-0,04;-0,65;5,9
199012;2,46;0,75;-1,72;0,6;-0,25;-0,85;0,02;2,84;-2;0,59;-2,32;-2,98
199101;4,69;3,76;-1,74;0,52;9,05;8,53;-6,55;1,56;-4,08;3,86;6,16;-1,71
199102;7,19;3,96;-0,55;0,48;13,88;13,4;-4,75;-0,25;-0,16;3,97;1,1;2,01
199103;2,65;3,92;-1,32;0,44;8,25;7,81;2,76;-0,37;-0,99;3,85;-0,21;0,49
199104;-0,28;0,49;1,48;0,53;3,23;2,7;-2,4;0,52;0,71;0,32;-1,18;1,58
199105;3,65;-0,35;-0,57;0,47;3,04;2,57;-0,09;2,1;-2,45;0,16;1,34;0,34
199106;-4,94;0,08;1,23;0,42;-3,53;-3,95;0,46;1,75;0,63;0,18;-1,69;2,1
199107;4,24;-0,93;-1,25;0,49;3,6;3,11;4,34;1,6;-1,41;-0,96;0,8;2,06
199108;2,32;1,59;-0,83;0,46;3,18;2,72;1,63;0,87;-0,55;1,44;-0,41;-2,93
199109;-1,59;1,64;-0,98;0,46;0,85;0,39;1,73;-1,81;0,16;1,56;-0,79;-0,85
199110;1,29;0,88;-0,47;0,42;2,59;2,17;3,22;-1,73;-0,29;0,94;2,28;-1,26
199111;-4,19;-0,48;-1,85;0,39;-2,44;-2,83;1,26;1,06;0,12;-0,87;-2,68;-0,4
199112;10,84;-2,26;-4,11;0,38;3,86;3,48;8,3;3,57;-3,12;-2,42;-0,93;1,01
199201;-0,59;8,49;4,61;0,34;16,31;15,97;-2,51;-1,33;3,15;9,26;9,46;5,31
199202;1,09;0,87;6,37;0,28;5,77;5,49;-0,58;0,11;2,04;1,35;5,43;-2,69
199203;-2,66;-1,04;3,61;0,34;-1,08;-1,42;-0,36;-0,1;1,93;-0,9;1,37;-1,09
199204;1,07;-6,12;4,27;0,32;-3,38;-3,7;-2,54;1,69;2,22;-5,73;0,76;-3,36
199205;0,3;0,4;1,25;0,28;0,5;0,22;0,13;-0,98;0,43;0,22;-0,47;-0,18
199206;-2,34;-3,1;3,36;0,32;-4,04;-4,36;-0,61;-0,05;1,07;-2,71;1,29;0,88
199207;3,77;-0,42;-0,37;0,31;2,73;2,42;1,44;1,4;-0,72;-0,61;-1,3;2,05
199208;-2,38;-0,13;-1,06;0,26;-2,72;-2,98;-0,51;3,73;-1,62;-0,43;-4,09;-1,57
199209;1,19;0,58;-0,28;0,26;1,34;1,08;1,43;1,63;-0,5;0,5;0,08;-1,15
199210;1,02;2,03;-2,01;0,23;2,2;1,97;2,71;1,3;-0,8;2,03;-1,1;-0,16
199211;4,13;3,69;-1,4;0,23;7,51;7,28;-0,34;-0,77;-1,91;3,93;0,32;-1,05
199212;1,53;1,63;2,63;0,28;3,82;3,54;4,44;-0,41;0,75;1,64;0,77;1,21
199301;0,93;1,98;5,92;0,23;7,01;6,78;4,83;-1,73;2,78;2,07;5,53;-0,51
199302;0,12;-3,47;6,41;0,22;-1,36;-1,58;3,1;-0,59;4,05;-3,47;4,28;-1,42
199303;2,3;0,23;1,31;0,25;2,89;2,64;3,74;-0,14;0,92;0,06;1,75;-0,94
199304;-3,05;-0,66;2,52;0,24;-1,77;-2,01;0,33;-3,58;1,52;-0,86;2,42;-1,71
199305;2,89;1,98;-3,45;0,22;4,07;3,85;0,3;0;-1,18;1,9;1,22;1,45
199306;0,31;-0,32;2,72;0,25;1,37;1,12;4,57;-0,97;1,09;0,11;1,69;2,24
199307;-0,34;0,89;2,82;0,24;1,28;1,04;3,25;-1,84;2,03;0,89;0,98;-2,67
199308;3,71;0,15;0,13;0,25;4,02;3,77;2,58;-1,59;-0,04;0,13;1,14;1,23
199309;-0,12;3,02;-0,25;0,26;2,87;2,61;3,41;0,26;-0,08;2,98;0,42;0,66
199310;1,41;2,04;-2,72;0,22;4,1;3,88;-2,67;0,55;0,59;1,9;1,62;1,93
199311;-1,89;-1,22;-0,77;0,25;-2,49;-2,74;-4,71;2,25;-0,96;-1,26;1,5;-1,37
199312;1,65;1,22;0,36;0,23;1,09;0,86;2,28;1,13;-0,32;1,39;0,45;1,13
199401;2,87;0,4;1,13;0,25;4,93;4,68;0,02;-1,59;1,45;-0,01;3,73;1,73
199402;-2,55;2,8;-1,59;0,21;-0,71;-0,92;-0,29;2,2;-1,03;2,66;-0,18;0,42
199403;-4,78;-1,14;1,63;0,27;-4,28;-4,55;-1,33;0,55;1,27;-1,11;0,56;0,1
199404;0,68;-0,98;1,66;0,27;-1,32;-1,59;0,41;1,11;1,12;-1,06;0,11;-0,35
199405;0,58;-2,13;0,66;0,31;-0,19;-0,5;-2,15;0,66;0,7;-2,52;1,66;0,07
199406;-3,03;-0,42;1,72;0,31;-2,77;-3,08;-0,82;1,15;1,53;-0,52;0,45;0,17
199407;2,82;-1,8;0,56;0,28;1,4;1,12;0,19;-0,63;0,11;-1,84;0,46;1,41
199408;4,01;1,42;-2,47;0,37;3,94;3,57;1,56;0,9;-1,45;1,34;2,35;1,45
199409;-2,31;3,12;-1,87;0,37;0,76;0,39;1,33;0,51;0,93;2,78;1,67;-0,73
199410;1,34;-2,23;-1,66;0,38;0,06;-0,32;1,43;0,22;-0,62;-2,3;0,59;-0,25
199411;-4,04;0,26;-0,69;0,37;-4,37;-4,74;-0,2;0,45;-0,44;0,09;-1,64;-2,09
199412;0,86;0,3;-0,2;0,44;-1,25;-1,69;3,5;0,5;0,31;0,07;0,13;0,83
199501;1,8;-3,53;2,54;0,42;3,26;2,84;-1,82;0,09;-0,83;-3,11;-0,57;4,06
199502;3,63;-0,64;1,12;0,4;3,15;2,75;-0,36;0,61;-0,33;-0,52;-1,01;2,41
199503;2,19;-0,17;-2,15;0,46;1,85;1,39;0,38;-0,09;0,16;-0,51;1,12;-0,12
199504;2,11;-0,53;1,71;0,44;2,35;1,91;1,8;0,24;1;-0,29;0,43;-0,55
199505;2,9;-2,55;2,23;0,54;1,91;1,37;-0,44;0,37;0,09;-2,2;-1,11;-0,42
199506;2,72;3,14;-2,5;0,47;5,49;5,02;2,9;-0,33;-2,44;3,03;-1,82;1,24
199507;3,72;2,08;-1,63;0,45;6,09;5,64;2,53;0,28;-1,71;2,07;-0,95;-2,23
199508;0,55;1,36;2,84;0,47;3,63;3,16;0,09;-1,17;1,64;1,78;-1,07;1,31
199509;3,35;-2,29;0,02;0,43;2,8;2,37;2,71;1,06;0,36;-1,97;-0,95;-0,84
199510;-1,52;-3,82;-0,46;0,47;-4,48;-4,95;4,11;1,84;-0,03;-4,09;0,47;-1,06
199511;3,96;-1,2;0,61;0,42;1,57;1,15;-0,65;-0,54;1,19;-1,14;0,69;0,57
199512;1,03;0,64;0,33;0,49;0,76;0,27;2,54;-1,35;2,99;0,69;3,93;-0,97
